# literal_census.py --freq-out -- commit 1edd6c5eb643d9b3b0c559ff686c35ecfb645493 -- generated 2026-09-17 -- rows 5149
kind	literal	count	distinct_files	sample_files
STR	"        if (scan_position == subject_length) {\n"	3	1	src/gen/emit_dfa.c
STR	"        last_accept_position = scan_position;\n"	3	1	src/gen/emit_dfa.c
STR	"        return 3;\n"	3	1	src/gen/emit_dfa.c
STR	"    %s_run_state_bind(&run, buffers->frames, buffers->nframes,\n"	3	1	src/gen/emit_vm.c
STR	"    %s_run_state_init(run);\n"	3	1	src/gen/emit_vm.c
STR	"    (void)buffers;\n"	3	1	src/gen/emit_dfa.c
STR	"    /* Initialized: gcc -O1 false maybe-uninitialized (pcrec K28). */\n"	3	1	src/gen/emit_dfa.c
STR	"    ptrdiff_t capture_spans[%s_NCAPS][2] = {{0}};\n"	3	1	src/gen/emit_dfa.c
STR	"    ptrdiff_t result;\n"	3	1	src/gen/emit_vm.c
STR	"    static const unsigned char %s_%s[%d] = {"	3	1	src/gen/emit_dfa.c
STR	" * THIS artifact was compiled for the `byte` encoding, where one byte is one\n"	3	1	src/gen/enc/enc_byte.c
STR	" };\n"	3	1	src/gen/emit_dfa.c
STR	"%s    %s;\n"	3	1	src/gen/emit_dfa.c
STR	"%s    }\n%s}\n"	3	1	src/gen/emit_dfa.c
STR	"%s %s(%s)\n"	3	1	src/gen/emit_vm.c
STR	"%s// Prefilter: nothing found yet and still at the start, so\n"	3	1	src/gen/emit_dfa.c
STR	"%s_span_cursor"	3	1	src/gen/emit_vm.c
STR	"%zu\t%zu\t"	3	1	src/parse/rxt_source.c
STR	"(?!...)"	3	1	src/parse/registry.c
STR	"(?*a)"	3	1	src/parse/registry.c
STR	"(?<!...)"	3	1	src/parse/registry.c
STR	"(?<*a)"	3	1	src/parse/registry.c
STR	"(?<=...)"	3	1	src/parse/registry.c
STR	"(?=...)"	3	1	src/parse/registry.c
STR	",\n"	3	1	src/gen/emit_dfa.c
STR	"--explain only\n"	3	1	cli/main.c
STR	"RX_DFA_SCAN_EDGE"	3	1	src/parse/axes_dump.c
STR	"RX_DFA_TABLE"	3	1	src/parse/axes_dump.c
STR	"\\g'1'"	3	1	src/parse/registry.c
STR	"\\g<1>"	3	1	src/parse/registry.c
STR	"description"	3	1	src/parse/rxt_source.c
STR	"does not fit the emitter's buffer"	3	1	src/gen/emit_dfa.c
STR	"g"	3	1	src/parse/rxt_source.c
STR	"gp"	3	1	src/parse/rxt_source.c
STR	"gu"	3	1	src/parse/rxt_source.c
STR	"is_accepting"	3	1	src/gen/emit_dfa.c
STR	"list (got '%s')"	3	1	src/parse/rxt_source.c
STR	"m"	3	1	src/parse/rxt_source.c
STR	"mc"	3	1	src/parse/rxt_source.c
STR	"ms"	3	1	src/parse/rxt_source.c
STR	"pcrec: %s (pattern offset %zu)\n"	3	1	cli/main.c
STR	"pcrec: %s\n"	3	1	cli/main.c
STR	"pcrec: --flavour applies to --list-syntax and "	3	1	cli/main.c
STR	"seed"	3	1	src/parse/axes_dump.c
STR	"set 3"	3	1	src/parse/registry.c
STR	"set 4"	3	1	src/parse/registry.c
STR	"tag"	3	1	src/parse/rxt_source.c
STR	"{%d,%d}"	3	1	src/gen/emit_vm.c
STR	"{%d,}"	3	1	src/gen/emit_vm.c
STR	'8'	3	1	src/parse/registry.c
STR	'budget'	3	1	src/parse/rxt_source.c
STR	'config'	3	1	src/parse/rxt_source.c
STR	'include %s'	3	1	src/parse/rxt_source.c
STR	'k'	3	1	src/parse/registry.c
STR	'tag'	3	1	src/parse/rxt_source.c
STR	'target %s'	3	1	src/parse/rxt_source.c
STR	'target'	3	1	src/parse/rxt_source.c
NUM	0x08	2	2	src/core/fold.c,src/parse/registry.c
NUM	0x09	2	2	src/core/fold.c,src/parse/parse.c
NUM	0x0b	2	2	src/core/fold.c,src/parse/parse.c
NUM	0x0c	2	2	src/core/fold.c,src/parse/parse.c
NUM	0x0d	2	2	src/core/fold.c,src/parse/parse.c
NUM	0x10u	2	2	src/core/compile.c,src/gen/emit_vm.c
NUM	0x1b	2	2	src/core/fold.c,src/parse/parse.c
NUM	0x40	2	2	src/core/fold.c,src/parse/definitions.c
NUM	0x85	2	2	src/core/fold.c,src/parse/parse.c
NUM	0xD800	2	2	src/opt/lower_enc.c,src/parse/parse.c
NUM	0xDFFF	2	2	src/opt/lower_enc.c,src/parse/parse.c
NUM	0xFFu	2	2	src/gen/enc/enc_byte.c,src/opt/lower_enc.c
NUM	13	2	2	lib/pcrec.h,src/core/internal.h
NUM	2166136261u	2	2	src/ir/dfa.c,src/opt/minimize.c
NUM	23	2	2	lib/pcrec.h,src/core/internal.h
STR	"                                size_t ref_start, size_t ref_end, size_t at);\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"                                size_t ref_start, size_t ref_end, size_t at)\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"                       size_t ref_start, size_t ref_end, size_t at);\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"                       size_t ref_start, size_t ref_end, size_t at)\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"                const %s_buffers *buffers)\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"            return -(ptrdiff_t)i - 1;\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"          ptrdiff_t (*capture_spans)[2], const %s_buffers *buffers)\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"        if (at + i >= n || s[at + i] != s[ref_start + i])\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"        {\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"    if (search_from > subject_length) return 0;\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"    return 1;\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	" %3d,"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	" *            equal ref_end - ref_start: under an encoding whose case\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *            first unit differs, or when fewer than the needed bytes\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *            folding is not length-preserving it may differ, which is why\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *            is what the caller charges against its work budget.\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *            remain). That prefix is the WORK the compare actually did and\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *            that DID compare equal before the mismatch (0 when the very\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *            this entry returns a length rather than a bool.\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *     <  0   no match, and -(result) - 1 is the number of subject bytes\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" *     >= 0   the number of SUBJECT bytes consumed at `at`. This need not\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * $_BACK_STEP_NONE when fewer than k characters precede pos.\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * $_search accepts is legal here too.\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * (pcrec DD-12/D58).\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * >= n as a boundary. So the result is in (pos, n] whenever pos < n, and is\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * CHARACTER BOUNDARY of this artifact's encoding, counting every position\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * PRECONDITION: ref_start <= ref_end <= n. The caller passes a PUBLISHED\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * RETURNS, and the sign carries two different facts:\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * Reads s only at offsets in [0, pos), so the (s == NULL, n == 0) subject\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * Reads s only at offsets in [ref_start, ref_end) and [at, n).\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * Returns the position exactly `k` CHARACTERS before `pos`, or\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * Returns the smallest position STRICTLY GREATER than pos that is a\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * This entry is the ONE place an artifact's byte-vs-character distinction\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * backreference compare (pcrec DD-12/D58).\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * backreference compare (pcrec DD-12/D58): $_bref_match, folding case.\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * capture pair, and a published pair is ordered BY CONSTRUCTION -- the start\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * code.\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * docs/spec/match_api.md S3.1, which writes that loop out).\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * lives. It reads s only at offsets in [pos, n), so the (s == NULL, n == 0)\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * past a zero-length match and still terminate (see pcrec's\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * pos + 1 whenever pos >= n -- which is what lets a find-all loop advance\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * subject $_search accepts is legal here too, and it is never called from\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * this artifact's own engine: it is caller-facing residue, not hot-path\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	" * was recorded before the group's body ran and the end after it.\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"!"	2	2	src/parse/mod_lookaround.c,src/parse/registry.c
STR	"!="	2	2	src/gen/emit_vm.c,src/parse/rxt_source.c
STR	"#define $_BACK_STEP_NONE ((size_t)-1)\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"#define %s_MAX_EMIT_BYTES %llu\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"%s == %d"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"%s names a capture group, which requires module "	2	2	src/parse/mod_backrefs.c,src/parse/mod_recursion.c
STR	"'named-groups'"	2	2	src/parse/mod_backrefs.c,src/parse/mod_recursion.c
STR	"(?R)"	2	2	src/parse/mod_recursion.c,src/parse/registry.c
STR	"--engine=dfa"	2	2	src/opt/select_engine.c,src/parse/axes_dump.c
STR	"-fno-alt-island"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-altcls-factor"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-altcls-merge"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-anchored-dfa"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-atomic-discharge"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-cls-fold"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-counter"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-length-prune"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-offset-skip"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-possessify"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-premul-table"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-revdet"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-scan-edge"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-size-term"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-splice-calls"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-start-pinned"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-startpos-guard"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"-fno-tiered-entry"	2	2	cli/main.c,src/parse/axes_dump.c
STR	"/* $_back_step -- the ENCODING RESIDUAL entry for a LOOKBEHIND BACK-STEP\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"/* $_bref_match -- the ENCODING RESIDUAL entry for a CASE-SENSITIVE\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"/* $_bref_match_caseless -- the ENCODING RESIDUAL entry for a CASELESS\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"/* $_next_pos -- the ENCODING RESIDUAL entry (pcrec DD-12/D58).\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"=="	2	2	src/gen/emit_vm.c,src/parse/rxt_source.c
STR	"@P++;\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"DEFINE)"	2	2	src/parse/mod_recursion.c,src/parse/registry.c
STR	"\\\\"	2	2	src/gen/emit_dfa.c,src/parse/rxt_source.c
STR	"anchored"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"backtracking"	2	2	src/gen/emit_vm.c,src/parse/axes_dump.c
STR	"bitmap"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"branch count"	2	2	src/gen/emit_vm.c,src/parse/mod_lookaround.c
STR	"by-class"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"byte-class"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"byte-class-bounded"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"clamped"	2	2	src/gen/emit_vm.c,src/parse/axes_dump.c
STR	"classes"	2	2	src/parse/enabled.c,src/parse/registry.c
STR	"constant"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"empty"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"end+eol"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"esc"	2	2	src/parse/rxt_source.c,src/parse/syntax_dump.c
STR	"indexed"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"inline"	2	2	src/gen/emit_vm.c,src/parse/rxt_source.c
STR	"int %s_in(const unsigned char *subject, size_t subject_length, size_t search_from,\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"int"	2	2	src/gen/emit_vm.c,src/parse/rxt_schema.c
STR	"internal error: a spliced subroutine call nested "	2	2	src/gen/emit_vm.c,src/ir/nfa.c
STR	"internal error: no encoding row for id %d"	2	2	src/opt/lower_enc.c,src/parse/parse.c
STR	"internal error: subroutine call to group %d has no "	2	2	src/gen/emit_vm.c,src/opt/callgraph.c
STR	"line"	2	2	src/parse/rxt_schema.c,src/parse/rxt_source.c
STR	"memchr-bounded"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"modifiers"	2	2	src/parse/enabled.c,src/parse/registry.c
STR	"napla"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"naplb"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"negative_lookahead"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"negative_lookbehind"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"nla"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"nlb"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"non_atomic_positive_lookahead"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"non_atomic_positive_lookbehind"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"note"	2	2	src/gen/emit_vm.c,src/parse/rxt_source.c
STR	"parse_mods.h"	2	2	src/parse/definitions.c,src/parse/mod_uprops.c
STR	"pla"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"plb"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"positive_lookahead"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"positive_lookbehind"	2	2	src/parse/mod_verbs.c,src/parse/registry.c
STR	"possessive"	2	2	src/gen/emit_vm.c,src/parse/axes_dump.c
STR	"ptrdiff_t %s_in(const rx_ctx *ctx, const %s_buffers *buffers)\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"ptrdiff_t %s_in(const rx_ctx *ctx, ptrdiff_t (*capture_spans_out)[2],\n"	2	2	src/gen/emit_dfa.c,src/gen/emit_vm.c
STR	"range"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"reverse"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"reverse-pass"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"scalar-plain"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"scalar-viewed"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"search-filter"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"seeded"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"size_t $_back_step(const unsigned char *s, size_t n, size_t pos, size_t k);\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"size_t $_back_step(const unsigned char *s, size_t n, size_t pos, size_t k)\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"size_t $_next_pos(const unsigned char *s, size_t n, size_t pos);\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"size_t $_next_pos(const unsigned char *s, size_t n, size_t pos)\n"	2	2	src/gen/enc/enc_byte.c,src/gen/enc/enc_utf8.c
STR	"table-walk"	2	2	src/gen/emit_dfa.c,src/parse/axes_dump.c
STR	"unclamped"	2	2	src/gen/emit_vm.c,src/parse/axes_dump.c
STR	'!'	2	2	src/parse/mod_lookaround.c,src/parse/registry.c
STR	'(*'	2	2	cli/main.c,src/parse/syntax_dump.c
STR	'(?'	2	2	cli/main.c,src/parse/syntax_dump.c
STR	'B'	2	2	src/parse/mod_assertions.c,src/parse/registry.c
STR	'G'	2	2	src/parse/mod_assertions.c,src/parse/registry.c
STR	'K'	2	2	src/parse/mod_assertions.c,src/parse/registry.c
STR	'\f'	2	2	src/parse/parse.c,src/parse/rxt_source.c
STR	'assertions'	2	2	src/parse/mod_assertions.c,src/parse/mod_modifiers.c
STR	'b'	2	2	src/parse/mod_assertions.c,src/parse/registry.c
STR	'named-groups'	2	2	src/parse/mod_backrefs.c,src/parse/mod_recursion.c
STR	'o'	2	2	cli/main.c,src/parse/registry.c
STR	'p'	2	2	cli/main.c,src/parse/registry.c
STR	'v'	2	2	src/parse/registry.c,src/parse/rxt_source.c
NUM	0x10000	2	1	src/opt/lower_enc.c
NUM	0x10FFFF	2	1	src/opt/lower_enc.c
NUM	0x7FF	2	1	src/opt/lower_enc.c
NUM	0x7FFFFFFFll	2	1	src/parse/parse.c
NUM	0x800	2	1	src/opt/lower_enc.c
NUM	0xBF	2	1	src/opt/lower_enc.c
NUM	0xFFFF	2	1	src/opt/lower_enc.c
NUM	1099511628211ull	2	1	src/ir/dfa.c
NUM	249	2	1	src/opt/prefix_k.c
NUM	2492	2	1	src/opt/prefix_k.c
NUM	288	2	1	src/gen/emit_vm.c
NUM	2LL	2	1	src/gen/emit_vm.c
NUM	3323	2	1	src/opt/prefix_k.c
NUM	3u	2	1	src/core/compile.c
NUM	415	2	1	src/opt/prefix_k.c
NUM	6646	2	1	src/opt/prefix_k.c
NUM	8192	2	1	src/core/tune.c
NUM	9969	2	1	src/opt/prefix_k.c
STR	"                            storage.trail,  %s_TRAIL_FRAMES);\n"	2	1	src/gen/emit_vm.c
STR	"                    description. No --flavour axis\n"	2	1	cli/main.c
STR	"               match can set it (PCRE2 reports the same) */\n"	2	1	src/gen/emit_dfa.c
STR	"               through a subroutine call or sits under a {0}, so no\n"	2	1	src/gen/emit_dfa.c
STR	"            /* every group this artifact promises is reached only\n"	2	1	src/gen/emit_dfa.c
STR	"            goto %s_done;\n        }\n"	2	1	src/gen/emit_dfa.c
STR	"        %s_TRAIL(slot_); slot_values[(slot_)] = (v_);                 \\\n"	2	1	src/gen/emit_vm.c
STR	"        %s_span_cursor = scan_position;\n"	2	1	src/gen/emit_vm.c
STR	"        for (int rx_g = 1; rx_g < %s_NCAPS; rx_g++) {\n"	2	1	src/gen/emit_dfa.c
STR	"        if (run->resume_depth >= run->resume_cap) return %s_R_FRAMES;       \\\n"	2	1	src/gen/emit_vm.c
STR	"        if (run->resume_depth >= run->resume_cap) return %s_R_FRAMES; \\\n"	2	1	src/gen/emit_vm.c
STR	"        if (run->trail_depth >= run->trail_cap) return %s_R_FRAMES;    \\\n"	2	1	src/gen/emit_vm.c
STR	"        return 1;\n"	2	1	src/gen/emit_dfa.c
STR	"        run->call_top = run->resume_depth;                               \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_depth = (size_t)slot_values[(slot_)];                      \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth]"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].call_ret = (ret_);          \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].call_top = run->call_top;   \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].resume_label = &&%s_fail;   \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].resume_label = (lbl_);                             \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].resume_position = (p_);                             \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].resume_position = (p_);     \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].trail_mark = run->trail_depth;                          \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->resume_stack[run->resume_depth].trail_mark = run->trail_depth; \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->trail[run->trail_depth].saved_value = slot_values[(slot_)];                       \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->trail[run->trail_depth].slot_index = (unsigned)(slot_);               \\\n"	2	1	src/gen/emit_vm.c
STR	"        run->trail_depth++;                                             \\\n"	2	1	src/gen/emit_vm.c
STR	"        unsigned long it_ = 0;\n"	2	1	src/gen/emit_vm.c
STR	"    %s_frame       frames[%s_RESUME_FRAMES];\n"	2	1	src/gen/emit_vm.c
STR	"    %s_frame_mark = run->resume_depth;\n"	2	1	src/gen/emit_vm.c
STR	"    %s_run_state_bind(&run, storage.frames, %s_RESUME_FRAMES,\n"	2	1	src/gen/emit_vm.c
STR	"    %s_span_cursor = scan_position;\n"	2	1	src/gen/emit_vm.c
STR	"    %s_trail_entry trail[%s_TRAIL_FRAMES];\n"	2	1	src/gen/emit_vm.c
STR	"    (void)s; (void)n;\n"	2	1	src/gen/enc/enc_byte.c
STR	"    (void)subject; (void)subject_length; (void)search_from; (void)capture_spans;\n"	2	1	src/gen/emit_dfa.c
STR	"    if (%s <= %s) goto %s_L%d;\n"	2	1	src/gen/emit_vm.c
STR	"    if (capture_spans_out) {\n"	2	1	src/gen/emit_dfa.c
STR	"    if (ctx->pos > ctx->len) return -1;\n"	2	1	src/gen/emit_vm.c
STR	"    if (found != 1 || (size_t)capture_spans[0][0] != ctx->pos) return -1;\n"	2	1	src/gen/emit_dfa.c
STR	"    if (found < 0) return (ptrdiff_t)found;\n"	2	1	src/gen/emit_dfa.c
STR	"    if (last_accept_position == (size_t)-1) return 0;\n"	2	1	src/gen/emit_dfa.c
STR	"    if (scan_position != (size_t)slot_values[%s]) "	2	1	src/gen/emit_vm.c
STR	"    int found = %s(ctx->subject, ctx->len, ctx->pos, capture_spans);\n"	2	1	src/gen/emit_dfa.c
STR	"    result = %s_match_anchored(ctx, run%s%s);\n"	2	1	src/gen/emit_vm.c
STR	"    return %s_run(%s);\n"	2	1	src/gen/emit_vm.c
STR	"    return 0;\n}\n"	2	1	src/gen/emit_dfa.c
STR	"    return capture_spans[0][1] - capture_spans[0][0];\n"	2	1	src/gen/emit_dfa.c
STR	"    return result;\n"	2	1	src/gen/emit_vm.c
STR	"    run->call_top = %s_CALL_TOP_NONE;\n"	2	1	src/gen/emit_vm.c
STR	"    run->resume_depth = %s_frame_mark;\n"	2	1	src/gen/emit_vm.c
STR	"    scan_position = %s_span_cursor;\n"	2	1	src/gen/emit_vm.c
STR	"    size_t last_accept_position = (size_t)-1;\n"	2	1	src/gen/emit_dfa.c
STR	"    size_t scan_position = search_from;\n"	2	1	src/gen/emit_dfa.c
STR	"  roadmap      %s\n"	2	1	src/parse/syntax_dump.c
STR	" !%s_can_begin_match[subject[scan_position]]) scan_position++;\n"	2	1	src/gen/emit_dfa.c
STR	" %s = %s;\n"	2	1	src/gen/emit_dfa.c
STR	" && it_ < %dUL"	2	1	src/gen/emit_vm.c
STR	" * The scan carries its state in a `%s_%s_state`. Everything that\n"	2	1	src/gen/emit_dfa.c
STR	" * bit and -- at most twice per search -- asks which table ROW it\n"	2	1	src/gen/emit_dfa.c
STR	" * depends on how a state is REPRESENTED is in this block: the loop\n"	2	1	src/gen/emit_dfa.c
STR	" * names.\n"	2	1	src/gen/emit_dfa.c
STR	" * only steps the token, asks whether it is dead, probes its accept\n"	2	1	src/gen/emit_dfa.c
STR	" * row per state and one column per class, whose cell is the state\n"	2	1	src/gen/emit_dfa.c
STR	" it_++;"	2	1	src/gen/emit_vm.c
STR	" }\n    }\n"	2	1	src/gen/emit_vm.c
STR	"#define %s_CALL(ret_, p_) do {                               \\\n"	2	1	src/gen/emit_vm.c
STR	"#define %s_CUT(slot_) do {                                   \\\n"	2	1	src/gen/emit_vm.c
STR	"#define %s_SET(slot_, v_) do {                                \\\n"	2	1	src/gen/emit_vm.c
STR	"#define %s_TRAIL(slot_) do {                                  \\\n"	2	1	src/gen/emit_vm.c
STR	"#endif\n"	2	1	src/gen/emit_dfa.c
STR	"#include <stddef.h>\n#include <stdint.h>\n\n"	2	1	src/gen/emit_dfa.c
STR	"%ld"	2	1	src/parse/rxt_source.c
STR	"%lld * ((ptrdiff_t)%d - slot_values[%d])"	2	1	src/gen/emit_vm.c
STR	"%s        "	2	1	src/gen/emit_dfa.c
STR	"%s        %s = %s;\n"	2	1	src/gen/emit_dfa.c
STR	"%s    %s = %s;\n"	2	1	src/gen/emit_dfa.c
STR	"%s    if (%s_%s_is_dead(%s)) break;   // dead: no match can continue\n"	2	1	src/gen/emit_dfa.c
STR	"%s    if (scan_position >= subject_length) return 0;\n"	2	1	src/gen/emit_dfa.c
STR	"%s    size_t cand = %s_ofsskip(subject, subject_length, scan_position"	2	1	src/gen/emit_dfa.c
STR	"%s  %s:;\n"	2	1	src/gen/emit_dfa.c
STR	"%s %s"	2	1	src/parse/rxt_source.c
STR	"%s) { %s_span_cursor += %d;"	2	1	src/gen/emit_vm.c
STR	"%s,%s"	2	1	src/parse/rxt_source.c
STR	"%zu"	2	1	src/parse/rxt_source.c
STR	"&"	2	1	src/parse/mod_recursion.c
STR	"' || v[n - 1] != '"	2	1	src/parse/rxt_source.c
